"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
535.21162,32.1131715,118.954231,,,181.725204,,
536.21162,32.1131583,118.95423,,,181.170784,,
537.211621,32.1131595,118.95423,,,178.469142,,
538.211622,32.1131467,118.954231,,,178.288533,,
539.211622,32.113149,118.954231,,,177.887147,,
540.211622,32.1131348,118.954231,,,177.585908,,
541.211623,32.1131364,118.954231,,,173.88633,,
542.211623,32.113123,118.954232,,,174.159337,,
543.211623,32.113124,118.954232,,,172.541338,,
544.211624,32.1131105,118.954234,,,172.262852,,
545.211624,32.1131122,118.954234,,,171.063758,,
546.211624,32.1130973,118.954236,,,171.903708,,
547.211624,32.1130968,118.954236,,,174.921084,,
548.211625,32.1130829,118.954237,,,176.197866,,
549.211625,32.1130831,118.954238,,,186.596854,,
550.211626,32.1130687,118.954236,,,187.730765,,
551.211626,32.1130672,118.954236,,,192.848253,,
552.211626,32.1130545,118.954233,,,191.997381,,
553.211626,32.1130569,118.954233,,,185.140769,,
554.211627,32.1130397,118.954232,,,185.106583,,
555.211627,32.1130403,118.954231,,,179.720846,,
556.211627,32.1130258,118.954232,,,179.367464,,
557.211628,32.1130274,118.954232,,,179.560518,,
558.211628,32.1130112,118.954231,,,182.166575,,
559.211629,32.1130089,118.954231,,,196.754221,,
560.211629,32.1129967,118.954228,,,193.508377,,
561.211629,32.1129979,118.954228,,,180.50791,,
562.211629,32.1129831,118.954227,,,181.138214,,
563.21163,32.1129835,118.954227,,,180.886719,,
564.21163,32.1129688,118.954227,,,180.781208,,
565.211631,32.112969,118.954227,,,178.151014,,
566.21163,32.112954,118.954228,,,178.186406,,
567.211631,32.1129545,118.954227,,,178.140712,,
568.211631,32.1129399,118.954228,,,177.777217,,
569.211631,32.1129397,118.954228,,,178.170871,,
570.211631,32.1129257,118.954228,,,178.529092,,
571.211633,32.1129268,118.954228,,,177.790926,,
572.211632,32.1129126,118.954229,,,177.775397,,
573.211632,32.112913,118.954229,,,180.856465,,
574.211633,32.1128989,118.954229,,,180.701402,,
575.211636,32.1128988,118.954229,,,181.556744,,
576.211634,32.1128831,118.954229,,,181.095751,,
577.211634,32.1128837,118.954229,,,179.477737,,
578.211635,32.1128703,118.954229,,,179.561343,,
579.211636,32.112871,118.954229,,,180.735185,,
580.211635,32.1128576,118.954229,,,180.075687,,
581.211635,32.112859,118.954229,,,179.628155,,
582.211636,32.1128444,118.954229,,,179.789515,,
583.211636,32.1128451,118.954229,,,180.455623,,
584.211637,32.1128306,118.954229,,,181.089268,,
585.211637,32.1128308,118.954229,,,181.409916,,
586.211637,32.1128166,118.954228,,,181.784045,,
587.211637,32.112817,118.954228,,,184.894466,,
588.211637,32.1128031,118.954227,,,185.236451,,
589.211638,32.1128026,118.954227,,,182.540325,,
590.211638,32.1127881,118.954226,,,182.900871,,
591.211639,32.1127871,118.954226,,,184.928392,,
592.211639,32.1127739,118.954225,,,184.827355,,
593.21164,32.1127733,118.954225,,,183.295955,,
594.21164,32.1127604,118.954224,,,182.888043,,
595.21164,32.1127619,118.954224,,,182.478678,,
596.21164,32.1127483,118.954224,,,181.924573,,
597.21164,32.1127486,118.954224,,,182.543337,,
598.211643,32.112734,118.954223,,,182.910017,,
599.211641,32.1127244,118.954223,,,183.964296,,
