"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
110.36067900,-72.37804878,-14.08536585,14.39024390
110.38073300,-73.90243902,-19.51219512,9.20731707
110.40078700,-69.51219512,-17.86585366,0.48780488
110.42084100,-64.75609756,-6.89024390,-1.34146341
110.44089500,-65.67073171,0.85365854,1.09756098
110.46095200,-75.00000000,-1.64634146,0.54878049
110.48100700,-91.82926829,-7.19512195,-4.93902439
110.50106300,-97.19512195,-10.12195122,-9.57317073
110.52111900,-89.81707317,-15.30487805,-8.53658537
110.54117300,-80.18292683,-20.54878049,-4.45121951
110.56122700,-88.29268293,-22.25609756,-3.84146341
110.58128100,-118.47560976,-21.58536585,-9.63414634
110.60133500,-132.92682927,-19.26829268,-15.85365854
110.62138800,-120.48780488,-18.23170732,-14.51219512
110.64144200,-89.02439024,-21.70731707,-4.63414634
110.66150000,-59.87804878,-25.42682927,6.89024390
110.68155300,-60.36585366,-24.51219512,11.40243902
110.70160700,-87.50000000,-23.90243902,6.34146341
110.72166500,-105.91463415,-20.42682927,-1.89024390
110.74171900,-96.03658537,-7.37804878,-3.71951220
110.76177400,-71.64634146,4.08536585,3.78048780
110.78182800,-60.97560976,1.40243902,7.98780488
110.80188200,-66.09756098,-6.15853659,9.93902439
110.82193900,-72.19512195,-13.53658537,14.51219512
110.84302300,-68.17073171,-17.86585366,18.10975610
110.86308400,-59.75609756,-14.32926829,17.01219512
110.88313900,-71.09756098,-2.68292683,11.34146341
110.90319300,-97.68292683,5.18292683,7.62195122
110.92325100,-114.08536585,4.45121951,12.01219512
110.94330500,-105.24390244,-2.86585366,21.09756098
110.96335900,-76.52439024,-9.45121951,22.74390244
110.98341300,-61.46341463,-10.60975610,16.82926829
111.00346800,-77.19512195,-10.06097561,11.70731707
111.02352200,-84.69512195,-9.26829268,13.53658537
111.04357700,-69.87804878,-6.95121951,23.41463415
111.06363300,-47.62195122,-8.47560976,33.29268293
111.08368700,-46.89024390,-12.07317073,34.39024390
111.10374300,-60.18292683,-14.87804878,29.45121951
111.12380200,-69.08536585,-16.58536585,25.73170732
111.14385700,-65.30487805,-15.30487805,26.40243902
111.16391300,-50.12195122,-9.20731707,31.03658537
111.18396800,-34.26829268,-2.37804878,31.03658537
111.20402200,-33.78048780,6.64634146,27.13414634
111.22408300,-44.57317073,10.06097561,26.15853659
111.24418600,-55.79268293,7.68292683,29.81707317
111.26424400,-51.89024390,6.64634146,31.03658537
111.28429800,-34.51219512,5.48780488,24.87804878
111.30435200,-26.03658537,1.03658537,16.95121951
111.32441100,-33.17073171,-8.04878049,14.45121951
111.34446600,-37.19512195,-13.59756098,17.19512195
111.36451900,-18.78048780,-15.00000000,16.52439024
111.38457300,-2.56097561,-9.32926829,13.17073171
111.40462700,-9.39024390,-5.30487805,10.00000000
111.42468100,-24.32926829,-4.02439024,7.80487805
111.44473500,-29.69512195,-8.17073171,9.75609756
111.46479300,-22.01219512,-14.57317073,12.19512195
111.48484800,-5.30487805,-15.48780488,13.65853659
111.50490500,2.25609756,-14.75609756,15.97560976
111.52496200,-6.34146341,-14.57317073,19.51219512
111.54501700,-11.89024390,-13.96341463,22.80487805
111.56507100,-2.68292683,-17.80487805,22.98780488
111.58512500,15.48780488,-19.32926829,19.75609756
111.60517900,16.21951220,-13.04878049,17.31707317
111.62523200,7.31707317,-9.45121951,17.43902439
111.64528800,5.24390244,-5.60975610,21.09756098
111.66534300,10.36585366,-8.10975610,21.28048780
111.68539700,10.18292683,-10.24390244,15.00000000
111.70545100,6.15853659,-7.86585366,11.89024390
111.72551000,10.73170732,-9.93902439,15.18292683
111.74556400,28.17073171,-13.04878049,24.26829268
111.76561700,55.00000000,-21.15853659,30.42682927
111.78567000,66.95121951,-31.46341463,27.62195122
111.80572400,62.98780488,-36.03658537,22.50000000
111.82577800,65.97560976,-35.91463415,21.52439024
111.84583700,83.84146341,-32.07317073,26.76829268
111.86589600,100.18292683,-30.85365854,32.31707317
111.88595900,107.19512195,-30.00000000,33.96341463
111.90601300,105.36585366,-31.70731707,33.17073171
111.92606900,97.01219512,-34.93902439,30.97560976
111.94612400,85.18292683,-32.56097561,27.68292683
111.96617800,75.24390244,-24.02439024,24.57317073
111.98623200,68.47560976,-16.89024390,20.79268293
112.00628700,65.12195122,-13.65853659,16.15853659
112.02634100,62.01219512,-13.17073171,13.04878049
112.04639700,62.07317073,-15.85365854,12.50000000
112.06645100,61.46341463,-18.53658537,13.41463415
112.08650400,65.12195122,-20.36585366,13.04878049
112.10656000,65.97560976,-20.73170732,12.25609756
112.12661700,64.02439024,-20.24390244,12.37804878
112.14667100,65.06097561,-21.40243902,11.64634146
112.16672600,68.84146341,-21.58536585,11.89024390
112.18678300,70.30487805,-21.70731707,13.17073171
112.20683800,68.53658537,-19.93902439,13.35365854
112.22689200,65.00000000,-19.51219512,10.24390244
112.24694800,63.41463415,-20.18292683,5.97560976
112.26700600,66.52439024,-20.18292683,2.50000000
112.28706800,71.09756098,-18.84146341,0.73170732
112.30712300,70.60975610,-18.41463415,0.73170732
112.32717900,73.65853659,-16.40243902,-3.90243902
112.34723300,78.17073171,-14.14634146,-11.21951220
112.36728800,82.74390244,-13.78048780,-16.82926829
112.38734300,85.24390244,-12.74390244,-16.95121951
112.40739700,86.58536585,-13.04878049,-12.68292683
112.42745000,86.89024390,-17.31707317,-9.51219512
112.44750600,84.08536585,-20.18292683,-9.39024390
112.46756000,80.06097561,-17.68292683,-10.67073171
112.48761400,74.45121951,-15.85365854,-11.46341463
112.50766800,69.93902439,-20.54878049,-10.97560976
112.52772600,68.90243902,-24.81707317,-8.71951220
112.54778000,67.62195122,-25.12195122,-6.95121951
112.56783300,66.09756098,-18.04878049,-6.34146341
112.58788700,69.32926829,-11.70731707,-5.18292683
112.61489800,75.91463415,-11.09756098,-2.43902439
112.63495300,79.32926829,-15.06097561,-2.07317073
112.65501000,82.37804878,-18.29268293,-3.47560976
112.67506500,84.87804878,-19.63414634,-4.26829268
112.69512000,85.30487805,-18.17073171,-4.87804878
112.71517700,87.25609756,-16.76829268,-2.62195122
112.73523200,91.15853659,-14.87804878,0.60975610
112.75528700,94.02439024,-16.95121951,1.40243902
112.77534100,92.13414634,-24.69512195,1.34146341
112.79539400,95.12195122,-25.36585366,3.23170732
112.81544800,94.93902439,-21.15853659,6.28048780
112.83550200,87.31707317,-18.10975610,6.58536585
112.85555900,79.08536585,-12.01219512,3.47560976
112.87561300,76.15853659,-8.29268293,0.85365854
112.89567400,80.60975610,-6.82926829,-1.76829268
112.91573900,82.62195122,-5.18292683,-5.06097561
112.93579400,78.17073171,-3.41463415,-9.57317073
112.95584800,71.09756098,-1.76829268,-13.90243902
112.97590100,65.06097561,-3.96341463,-16.09756098
112.99606700,58.47560976,-5.54878049,-14.87804878
113.01612500,48.47560976,-4.81707317,-13.10975610
113.03618000,41.95121951,-2.07317073,-15.73170732
113.05623400,42.25609756,1.70731707,-20.42682927
113.07628900,38.17073171,7.56097561,-23.59756098
113.09634600,23.17073171,6.82926829,-23.71951220
113.11640200,7.86585366,3.96341463,-23.47560976
113.13645600,1.58536585,2.68292683,-26.34146341
113.15651000,7.13414634,3.10975610,-32.07317073
113.17656400,14.39024390,6.95121951,-35.79268293
113.19663000,10.00000000,7.37804878,-35.00000000
113.21669800,4.08536585,3.53658537,-33.59756098
113.23677700,6.03658537,1.28048780,-34.69512195
113.25684400,12.50000000,1.58536585,-32.56097561
113.27690200,17.50000000,-0.85365854,-29.26829268
113.29696400,19.63414634,-5.12195122,-27.50000000
113.31703100,17.19512195,-5.06097561,-26.34146341
113.33708600,11.58536585,-0.42682927,-25.97560976
113.35714200,4.14634146,3.53658537,-26.82926829
113.37719600,-4.51219512,6.52439024,-27.25609756
113.39725000,-11.70731707,10.85365854,-27.86585366
113.41730400,-11.03658537,8.90243902,-29.20731707
113.43735800,-5.00000000,4.14634146,-29.87804878
113.45741500,-6.64634146,7.43902439,-25.30487805
113.47747000,-11.28048780,10.30487805,-22.31707317
113.49752500,-17.13414634,10.42682927,-25.18292683
113.51757900,-19.81707317,6.09756098,-29.63414634
113.53763500,-13.23170732,-0.79268293,-26.58536585
113.55768900,-4.39024390,-6.70731707,-18.23170732
113.57774300,0.91463415,-8.41463415,-14.32926829
113.59779700,-6.52439024,-7.80487805,-16.82926829
113.61785200,-20.42682927,-6.95121951,-22.98780488
113.63790500,-28.53658537,-5.85365854,-30.30487805
113.65796000,-37.56097561,-6.46341463,-33.35365854
113.67801500,-43.96341463,-11.82926829,-34.20731707
113.69806900,-47.31707317,-14.81707317,-34.63414634
113.71812300,-49.75609756,-13.35365854,-33.10975610
113.73817800,-37.07317073,-11.03658537,-28.71951220
113.75823200,-17.92682927,-5.79268293,-18.84146341
113.77828700,-5.73170732,-2.86585366,-9.93902439
113.79834100,-5.97560976,-3.23170732,-3.96341463
113.81839500,-7.07317073,-5.91463415,-5.60975610
113.83844900,-8.47560976,-4.45121951,-11.21951220
113.85850500,-12.37804878,-4.51219512,-13.78048780
113.87856000,-13.59756098,-5.91463415,-13.10975610
113.89861400,-15.97560976,-6.95121951,-9.75609756
113.91867400,-16.76829268,-7.19512195,-6.70731707
113.93873900,-14.39024390,-7.13414634,-7.50000000
113.95879400,-19.14634146,-7.13414634,-8.47560976
113.97884700,-30.48780488,-6.52439024,-10.42682927
113.99890100,-41.40243902,-1.82926829,-13.65853659
114.01895500,-49.32926829,0.67073171,-18.96341463
114.03900900,-48.53658537,-3.10975610,-24.32926829
114.05906600,-41.09756098,-9.39024390,-21.70731707
114.07912100,-28.53658537,-11.28048780,-13.04878049
114.09917500,-12.92682927,-6.64634146,-3.96341463
114.11922900,-3.41463415,-5.24390244,0.97560976
114.13928500,-5.67073171,-7.74390244,1.46341463
114.15935000,-12.19512195,-8.71951220,-1.95121951
114.17975800,-19.81707317,-8.35365854,-7.07317073
114.19982000,-27.37804878,-5.42682927,-9.93902439
114.21987600,-28.90243902,-1.70731707,-9.93902439
114.23993800,-26.15853659,-1.76829268,-7.86585366
114.25999300,-22.31707317,-4.57317073,-5.54878049
114.28004800,-21.58536585,-7.31707317,-5.24390244
114.30010200,-23.59756098,-9.08536585,-6.58536585
114.32016200,-26.89024390,-8.35365854,-8.35365854
114.34023000,-32.86585366,-7.80487805,-10.18292683
114.36028800,-39.14634146,-9.20731707,-12.68292683
114.38034200,-43.96341463,-7.31707317,-14.26829268
114.40039700,-49.69512195,-6.21951220,-15.85365854
114.42045200,-57.01219512,-7.07317073,-17.13414634
114.44050700,-63.71951220,-7.74390244,-15.73170732
114.46056100,-67.92682927,-8.71951220,-8.35365854
114.48061500,-64.14634146,-14.69512195,-2.56097561
114.50066900,-55.67073171,-17.56097561,-4.57317073
114.52072300,-50.06097561,-10.67073171,-8.35365854
114.54078100,-53.17073171,-0.91463415,-7.50000000
114.56084000,-56.21951220,0.54878049,-6.95121951
114.58089500,-62.13414634,-7.98780488,-9.75609756
114.60094900,-70.67073171,-17.01219512,-10.85365854
114.62100300,-70.12195122,-24.14634146,-15.06097561
114.64105700,-65.60975610,-19.45121951,-19.69512195
114.66111300,-78.17073171,-13.71951220,-23.78048780
114.68116800,-87.43902439,-10.91463415,-25.12195122
114.70122200,-84.87804878,-11.82926829,-23.23170732
114.72127700,-77.62195122,-16.46341463,-20.60975610
114.74133200,-69.93902439,-24.63414634,-20.24390244
114.76138600,-68.90243902,-23.41463415,-18.10975610
114.78144000,-79.45121951,-15.60975610,-16.64634146
114.80149500,-94.63414634,-11.64634146,-16.76829268
114.82154900,-97.74390244,-15.12195122,-17.25609756
114.84160300,-89.63414634,-19.39024390,-20.30487805
114.86165800,-84.45121951,-7.31707317,-21.46341463
114.88171300,-91.03658537,7.07317073,-21.52439024
114.90176800,-104.02439024,14.51219512,-20.30487805
114.92182400,-105.30487805,9.63414634,-12.86585366
114.94188400,-87.01219512,-14.02439024,-10.42682927
114.96194600,-61.52439024,-27.07317073,-7.31707317
114.98200200,-52.62195122,-28.10975610,-6.09756098
115.00205600,-68.59756098,-24.14634146,-4.93902439
115.02211400,-94.81707317,-16.95121951,-8.78048780
115.04216800,-109.32926829,-13.65853659,-15.85365854
115.06222300,-107.31707317,-15.73170732,-22.56097561
115.08228000,-91.34146341,-4.02439024,-16.21951220
115.10234500,-74.08536585,-0.67073171,-2.86585366
115.12240100,-77.50000000,-11.52439024,11.03658537
115.14245500,-80.85365854,-26.82926829,15.42682927
115.16250900,-63.35365854,-26.95121951,9.63414634
115.18256600,-46.76829268,-13.35365854,13.35365854
115.20262100,-49.57317073,-7.25609756,20.06097561
115.22267800,-52.13414634,-3.71951220,24.02439024
115.24274900,-49.93902439,-5.06097561,22.13414634
115.26280800,-45.60975610,-3.23170732,17.56097561
115.28286500,-51.70731707,3.53658537,15.42682927
115.30292100,-55.12195122,12.25609756,16.40243902
115.32297700,-48.96341463,7.74390244,20.18292683
115.34306000,-43.71951220,-5.91463415,25.18292683
115.36312000,-39.45121951,-12.62195122,26.64634146
115.38318800,-38.59756098,-4.63414634,31.28048780
115.40324600,-42.86585366,7.31707317,34.93902439
115.42330200,-45.67073171,8.23170732,35.60975610
115.44338500,-41.09756098,-5.54878049,34.63414634
115.46344200,-21.03658537,-13.10975610,28.96341463
115.48349700,-5.91463415,-7.92682927,29.26829268
115.50355200,-10.30487805,-5.30487805,31.52439024
115.52360800,-22.13414634,-2.86585366,28.96341463
115.54367500,-24.51219512,-0.54878049,20.67073171
115.56373300,-17.92682927,0.48780488,15.91463415
115.58378900,-10.42682927,-1.03658537,18.96341463
115.60384500,-9.26829268,-4.08536585,25.91463415
115.62390200,-9.75609756,-6.95121951,28.10975610
115.64396300,-7.74390244,-3.65853659,22.86585366
115.66402000,-8.96341463,2.92682927,18.84146341
115.68407700,-10.97560976,3.23170732,17.37804878
115.70413300,-14.20731707,-2.74390244,20.60975610
115.72419000,-19.63414634,-10.85365854,23.53658537
115.74425100,-20.91463415,-12.25609756,19.51219512
115.76430700,-20.91463415,-7.98780488,15.97560976
115.78436300,-19.51219512,-4.93902439,19.08536585
115.80442500,-17.62195122,-5.00000000,24.08536585
115.82448400,-15.73170732,-8.04878049,25.48780488
115.84454200,-5.12195122,-8.96341463,20.91463415
115.86460000,2.37804878,-7.62195122,14.39024390
115.88465800,-2.62195122,-9.20731707,10.54878049
115.90471500,-7.37804878,-9.08536585,7.98780488
115.92477300,-5.24390244,-7.37804878,7.19512195
115.94483400,2.43902439,-8.04878049,7.37804878
115.96490000,9.02439024,-9.57317073,7.50000000
115.98496100,10.97560976,-11.46341463,8.59756098
116.00502700,16.76829268,-12.98780488,12.37804878
116.02508700,24.81707317,-14.20731707,17.74390244
116.04516700,26.70731707,-17.31707317,19.14634146
116.06522400,31.15853659,-17.50000000,18.17073171
116.08528000,42.98780488,-14.93902439,20.06097561
116.10533700,64.51219512,-17.13414634,26.03658537
116.12539500,87.19512195,-26.34146341,34.39024390
116.14545800,97.56097561,-34.75609756,39.69512195
116.16551400,96.70731707,-34.02439024,39.81707317
116.18556900,94.93902439,-28.59756098,37.07317073
116.20562500,93.71951220,-22.25609756,35.91463415
116.22568000,89.63414634,-19.69512195,35.85365854
116.24713400,84.45121951,-21.95121951,33.59756098
116.26720500,79.14634146,-18.04878049,30.12195122
116.28728500,74.08536585,-11.95121951,27.74390244
116.30735100,69.45121951,-10.73170732,26.46341463
116.32740900,64.63414634,-13.65853659,26.21951220
116.34746500,61.89024390,-15.91463415,24.93902439
116.36751900,68.10975610,-14.81707317,25.48780488
116.38758100,78.59756098,-13.17073171,30.48780488
116.40764600,82.43902439,-16.21951220,34.93902439
116.42770200,79.57317073,-22.31707317,34.75609756
116.44778200,78.59756098,-27.13414634,30.42682927
116.46784000,80.00000000,-31.03658537,25.30487805
116.48789600,84.20731707,-32.01219512,21.82926829
116.50795100,87.13414634,-31.70731707,20.48780488
116.52800700,87.01219512,-31.15853659,20.73170732
116.54807800,79.63414634,-29.20731707,20.54878049
116.56813800,78.17073171,-24.81707317,19.63414634
116.58819700,77.74390244,-17.92682927,18.78048780
116.60825300,72.68292683,-13.23170732,19.57317073
116.63932500,63.04878049,-11.21951220,18.84146341
116.65940800,52.31707317,-11.28048780,16.03658537
116.67946500,45.48780488,-11.89024390,12.62195122
116.69952200,42.31707317,-11.09756098,9.20731707
116.71958200,38.41463415,-12.01219512,7.50000000
116.73964100,36.82926829,-13.47560976,9.26829268
116.75972000,41.28048780,-15.54878049,12.37804878
116.77977800,47.13414634,-19.02439024,13.84146341
116.79983500,53.29268293,-23.23170732,11.34146341
116.81989100,56.15853659,-27.92682927,7.68292683
116.83994800,54.14634146,-31.40243902,7.13414634
116.86001200,53.96341463,-28.47560976,9.39024390
116.88007000,60.24390244,-22.68292683,11.09756098
116.90012900,65.67073171,-20.97560976,9.93902439
116.92018800,66.58536585,-23.78048780,6.76829268
116.94024400,64.51219512,-24.87804878,4.32926829
116.96030500,60.73170732,-26.15853659,5.06097561
116.98036200,55.85365854,-27.31707317,8.78048780
117.00043700,53.35365854,-23.78048780,11.34146341
117.02050500,48.41463415,-17.56097561,10.06097561
117.04057200,41.82926829,-12.50000000,6.09756098
117.06066000,39.02439024,-12.80487805,3.29268293
117.08071700,43.47560976,-17.56097561,6.03658537
117.10078000,50.91463415,-23.78048780,9.75609756
117.12083700,56.03658537,-27.62195122,10.60975610
117.14089400,56.70731707,-25.12195122,9.26829268
117.16097200,54.69512195,-23.23170732,5.91463415
117.18103200,50.60975610,-24.45121951,3.71951220
117.20108900,48.53658537,-25.91463415,5.00000000
117.22114600,54.57317073,-25.67073171,6.34146341
117.24120700,61.76829268,-26.58536585,5.30487805
117.26127300,60.91463415,-31.58536585,1.76829268
117.28133100,54.26829268,-33.47560976,-1.64634146
117.30138700,52.19512195,-29.87804878,-0.48780488
117.32144400,57.98780488,-27.74390244,2.56097561
117.34151000,62.98780488,-27.07317073,1.34146341
117.36157100,61.46341463,-27.86585366,-5.42682927
117.38163300,59.26829268,-30.36585366,-11.89024390
117.40169000,60.60975610,-26.95121951,-15.48780488
117.42175800,63.17073171,-22.56097561,-15.18292683
117.44182900,62.92682927,-25.18292683,-14.87804878
117.46191600,65.97560976,-26.40243902,-15.12195122
117.48197700,69.39024390,-26.40243902,-18.23170732
117.50203400,68.71951220,-27.92682927,-22.86585366
117.52209100,63.96341463,-25.12195122,-22.37804878
117.54214600,57.86585366,-18.65853659,-17.01219512
117.56221600,56.58536585,-12.86585366,-13.71951220
117.58227700,56.46341463,-11.64634146,-15.12195122
117.60233500,61.95121951,-7.68292683,-14.45121951
117.62240000,63.65853659,-1.89024390,-11.64634146
117.64245800,53.78048780,-5.24390244,-10.85365854
117.66253100,43.59756098,-12.68292683,-14.26829268
117.68259100,38.90243902,-16.82926829,-17.25609756
117.70264900,37.13414634,-11.21951220,-21.34146341
117.72271000,32.43902439,-4.63414634,-24.39024390
117.74276700,23.10975610,-3.41463415,-28.10975610
117.76282900,16.64634146,-3.17073171,-30.24390244
117.78288500,20.36585366,-1.40243902,-31.09756098
117.80294200,24.02439024,-2.31707317,-35.79268293
117.82299800,22.25609756,-3.71951220,-40.24390244
117.84305500,20.97560976,0.36585366,-42.50000000
117.86312400,16.40243902,5.00000000,-42.50000000
117.88318100,15.00000000,2.01219512,-39.63414634
117.90323700,19.57317073,-4.32926829,-38.53658537
117.92329700,17.13414634,-7.80487805,-38.65853659
117.94335400,8.23170732,-6.95121951,-37.07317073
117.96341600,1.52439024,-3.41463415,-31.95121951
117.98347200,0.48780488,3.47560976,-26.21951220
118.00352800,1.46341463,6.40243902,-23.96341463
118.02358400,0.06097561,10.06097561,-24.20731707
118.04364700,-4.63414634,8.17073171,-27.43902439
118.06375000,-13.35365854,-2.62195122,-29.14634146
118.08380600,-18.65853659,-6.76829268,-28.35365854
118.10386600,-17.80487805,-1.03658537,-26.82926829
118.12392400,-19.32926829,4.39024390,-25.36585366
118.14398000,-22.01219512,2.92682927,-25.48780488
118.16405700,-18.90243902,-0.91463415,-25.91463415
118.18411800,-20.48780488,-3.17073171,-27.37804878
118.20417500,-30.54878049,-6.58536585,-29.39024390
118.22423100,-37.98780488,-6.03658537,-30.48780488
118.24429100,-39.39024390,-2.19512195,-29.08536585
118.26435800,-40.24390244,-1.09756098,-26.34146341
118.28441600,-36.64634146,-6.89024390,-25.06097561
118.30447200,-25.36585366,-11.09756098,-22.68292683
118.32452900,-20.97560976,-9.75609756,-20.60975610
118.34458500,-34.08536585,-7.74390244,-23.53658537
118.36464700,-50.97560976,-2.68292683,-28.17073171
118.38470300,-61.09756098,-2.19512195,-32.07317073
118.40475900,-62.37804878,-7.43902439,-33.47560976
118.42481500,-52.07317073,-10.67073171,-26.82926829
118.44488100,-37.13414634,-9.45121951,-17.68292683
118.46495100,-33.04878049,-7.13414634,-13.17073171
118.48501400,-40.79268293,-7.92682927,-16.09756098
118.50507400,-48.47560976,-11.46341463,-22.31707317
118.52513000,-55.85365854,-16.15853659,-28.10975610
118.54518700,-62.31707317,-16.58536585,-29.75609756
118.56525400,-65.24390244,-12.37804878,-28.47560976
118.58531300,-62.13414634,-10.48780488,-27.56097561
118.60537100,-49.63414634,-15.30487805,-27.07317073
118.62542700,-34.26829268,-19.26829268,-22.86585366
118.64548300,-25.00000000,-19.02439024,-17.50000000
118.66555100,-26.09756098,-18.17073171,-15.48780488
118.68560800,-32.92682927,-15.79268293,-16.15853659
118.70566500,-34.69512195,-9.32926829,-15.48780488
118.72572200,-30.36585366,-3.59756098,-16.09756098
118.74578100,-34.63414634,-5.12195122,-16.64634146
118.76584600,-41.95121951,-9.39024390,-15.12195122
118.78590400,-41.21951220,-14.51219512,-13.65853659
118.80596200,-37.86585366,-18.35365854,-14.26829268
118.82601900,-37.50000000,-18.78048780,-14.02439024
118.84607700,-38.59756098,-17.37804878,-13.29268293
118.86614200,-49.20731707,-15.60975610,-14.93902439
118.88619900,-63.10975610,-15.85365854,-18.59756098
118.90625500,-63.71951220,-18.17073171,-20.00000000
118.92631300,-52.13414634,-16.34146341,-14.14634146
118.94637000,-40.73170732,-13.35365854,-7.07317073
118.96643200,-39.26829268,-14.32926829,-4.08536585
118.98648800,-45.67073171,-16.58536585,-5.67073171
119.00654400,-51.58536585,-17.68292683,-8.71951220
119.02660500,-53.53658537,-14.51219512,-8.47560976
119.04666600,-51.34146341,-7.50000000,-4.39024390
119.06677400,-50.30487805,-2.74390244,-0.73170732
119.08683400,-60.60975610,-7.80487805,-0.91463415
119.10690100,-75.54878049,-16.70731707,-6.82926829
119.12696100,-84.81707317,-16.82926829,-12.13414634
119.14701900,-87.43902439,-10.91463415,-12.92682927
119.16708500,-85.48780488,-5.42682927,-10.60975610
119.18714200,-93.41463415,-7.92682927,-8.35365854
119.20719800,-107.98780488,-17.80487805,-8.90243902
119.22725600,-107.13414634,-28.17073171,-17.74390244
119.24733400,-89.69512195,-26.82926829,-21.15853659
119.27121600,-67.01219512,-20.79268293,-11.40243902
119.29216500,-58.10975610,-16.03658537,-0.97560976
119.31223200,-82.50000000,-14.75609756,-2.31707317
119.33231300,-119.81707317,-17.92682927,-10.24390244
119.35238000,-130.48780488,-23.10975610,-17.80487805
119.37243900,-114.02439024,-18.84146341,-14.57317073
119.39249300,-98.23170732,-14.20731707,-5.85365854
119.41254700,-110.06097561,-19.87804878,-3.47560976
119.43260100,-127.86585366,-26.03658537,-7.37804878
119.45266100,-128.35365854,-22.31707317,-10.73170732
119.47271800,-102.68292683,-10.48780488,-5.54878049
119.49277900,-73.84146341,-7.01219512,0.60975610
119.51283800,-70.18292683,-11.64634146,1.03658537
119.53290100,-88.41463415,-14.81707317,-1.21951220
119.55295600,-94.45121951,-14.39024390,-3.41463415
119.57301100,-80.48780488,-10.06097561,-3.71951220
119.59306500,-63.04878049,-4.20731707,-4.51219512
119.61312100,-73.65853659,0.12195122,-6.52439024
119.63317400,-88.59756098,1.40243902,-5.18292683
119.65323200,-89.81707317,-1.70731707,0.60975610
119.67329000,-74.51219512,-6.52439024,6.28048780
119.69334500,-60.91463415,-8.84146341,8.59756098
119.71339900,-71.09756098,-5.30487805,8.47560976
119.73345500,-87.43902439,2.92682927,11.28048780
119.75350900,-90.79268293,3.10975610,21.58536585
119.77356300,-80.54878049,-8.29268293,27.13414634
119.79361700,-67.19512195,-11.52439024,24.51219512
119.81367200,-65.54878049,-8.29268293,19.32926829
119.83372600,-80.54878049,-0.48780488,17.98780488
119.85378200,-90.42682927,4.81707317,23.96341463
119.87383700,-85.42682927,1.21951220,34.02439024
119.89389200,-67.43902439,-1.34146341,36.64634146
119.91394600,-49.26829268,4.81707317,34.63414634
119.93400400,-41.34146341,10.36585366,36.70731707
119.95405800,-42.68292683,8.84146341,39.45121951
119.97411200,-40.54878049,2.50000000,39.63414634
119.99416600,-31.15853659,-2.25609756,37.37804878
120.01422000,-19.75609756,1.70731707,33.23170732
120.03427400,-11.95121951,-0.12195122,26.70731707
120.05433100,-15.97560976,-8.17073171,24.75609756
120.07438600,-31.64634146,-10.06097561,25.06097561
120.09444200,-35.00000000,-4.51219512,22.80487805
120.11450600,-21.21951220,1.40243902,20.97560976
120.13457600,-1.64634146,0.91463415,21.21951220
120.15463100,5.54878049,-4.45121951,23.96341463
120.17468500,-1.46341463,-9.08536585,27.13414634
120.19474000,-6.58536585,-8.10975610,30.91463415
120.21479400,-1.64634146,-4.69512195,32.25609756
120.23485000,5.30487805,-5.79268293,31.76829268
120.25490600,7.74390244,-7.62195122,31.28048780
120.27496100,4.63414634,-8.04878049,31.46341463
120.29501600,-4.26829268,-11.15853659,27.86585366
120.31507100,-9.02439024,-11.28048780,24.81707317
120.33512900,-3.96341463,-9.02439024,24.32926829
120.35518400,5.18292683,-7.50000000,22.74390244
120.37523700,12.62195122,-11.70731707,21.40243902
120.39529200,17.43902439,-15.48780488,21.40243902
120.41534500,16.40243902,-18.23170732,22.50000000
120.43540000,13.04878049,-20.67073171,23.41463415
120.45545700,14.02439024,-16.34146341,23.53658537
120.47551100,12.98780488,-14.02439024,22.01219512
120.49556500,10.36585366,-12.68292683,22.25609756
120.51561900,10.36585366,-11.21951220,24.81707317
120.53568000,17.13414634,-16.28048780,23.90243902
120.55574200,23.53658537,-20.30487805,22.74390244
120.57579700,26.21951220,-17.68292683,22.98780488
120.59585100,30.18292683,-14.75609756,20.73170732
120.61590800,32.43902439,-18.29268293,17.92682927
120.63596300,30.00000000,-23.10975610,17.37804878
120.66298600,29.75609756,-16.28048780,23.29268293
120.68304200,29.51219512,-10.30487805,25.54878049
120.70309700,35.36585366,-8.35365854,25.06097561
120.72315600,49.57317073,-15.91463415,24.26829268
120.74321100,65.48780488,-24.69512195,29.57317073
120.76326800,76.21951220,-30.85365854,36.21951220
120.78332200,79.51219512,-32.86585366,36.76829268
120.80337900,74.32926829,-34.08536585,31.64634146
120.82343400,66.89024390,-32.01219512,24.51219512
120.84348800,65.73170732,-28.04878049,19.20731707
120.86354500,74.57317073,-26.03658537,19.45121951
120.88360000,85.30487805,-25.36585366,26.64634146
120.90365800,83.59756098,-27.01219512,33.47560976
120.92371500,74.93902439,-26.82926829,32.31707317
120.94376900,68.35365854,-23.78048780,26.70731707
120.96382400,67.56097561,-21.28048780,22.80487805
120.98387800,69.08536585,-21.82926829,24.69512195
121.00393300,75.00000000,-23.78048780,28.78048780
121.02398600,79.87804878,-25.97560976,30.36585366
121.04404000,76.21951220,-27.80487805,28.23170732
121.06409700,66.34146341,-28.17073171,24.81707317
121.08415200,57.98780488,-26.58536585,22.37804878
121.10420700,56.82926829,-23.35365854,22.13414634
121.12426600,54.81707317,-23.17073171,21.15853659
121.14432800,52.07317073,-22.07317073,18.90243902
121.16439700,52.19512195,-20.48780488,19.20731707
121.18445100,55.42682927,-20.30487805,21.40243902
