"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
64.59444600,4.83952084,3.32687140,-6.71597204
64.61450000,4.77250472,2.61362846,-6.57236608
64.63455400,4.83473397,2.35513774,-6.62980847
64.65461100,4.65761996,2.56575981,-6.78777502
64.67466700,4.67676742,2.72851323,-6.78298816
64.69472200,4.98312680,2.57533354,-7.23774036
64.71477500,5.67722227,2.58012041,-7.68291884
64.73482800,5.62456675,3.12103619,-8.25255581
64.75488900,4.81558651,3.49441168,-8.26212954
64.77494500,4.63368563,3.42260870,-7.93183584
64.79500300,5.16981455,3.99703254,-8.29085073
64.81506700,5.50010825,3.81034479,-8.49189908
64.83512200,5.15066708,2.04399149,-7.97491762
64.85518200,4.61932503,1.61796048,-7.82652480
64.87523800,4.33689998,2.04877836,-8.04672060
64.89529200,4.40870296,2.06313895,-8.12331045
64.91534600,4.71506234,2.60884160,-8.35307998
64.93540100,4.84430770,2.67585771,-8.30999820
64.95545500,5.02620859,2.35513774,-8.30999820
64.97550900,4.70548861,2.00090970,-8.20947402
64.99556300,4.13585164,1.90517240,-7.94619643
65.01561900,3.70503376,2.94870904,-8.09458926
65.03569100,3.93959016,3.32687140,-8.18075283
65.05576100,4.17893342,2.79074248,-8.03236001
65.07583000,4.38955550,2.05835209,-8.21904775
65.09588600,4.36562117,1.90517240,-8.42488296
65.11594000,4.09755671,2.38385893,-8.58763638
65.13599500,4.22201521,2.85297173,-8.81261905
65.15605000,4.39912923,2.77159502,-8.71688175
65.17610700,4.78207845,2.59448100,-8.81740592
65.19616100,4.86345517,2.42215385,-8.75996354
65.21621700,4.64325936,2.26897416,-8.76475040
65.23627200,3.38431378,2.40300639,-8.53976773
65.25632700,2.50353056,2.21631864,-7.96055703
65.27638100,3.37952692,2.38385893,-8.21904775
65.29643600,4.34647371,2.24503984,-8.68816056
65.31649100,4.32732625,2.33120341,-9.01366740
65.33654600,3.86778718,2.24025297,-8.67858683
65.35660000,3.48005109,2.44130131,-8.11852358
65.37665400,3.60929645,2.50831743,-8.39616177
65.39671500,3.90608210,2.11100761,-8.67379996
65.41678000,3.68588630,2.48916997,-8.61157071
65.43683900,3.84863972,2.27376103,-8.33871939
65.45689600,3.55185407,2.44130131,-8.26212954
65.47695100,2.97743023,2.61362846,-8.11373672
65.49700500,3.54706720,2.15408939,-8.19511343
65.51706000,4.04968806,2.14930253,-8.78868473
65.53711400,3.69067316,2.43172758,-8.64507877
65.55716700,3.27900274,2.23546610,-8.29085073
65.57722100,3.45132990,1.63232107,-8.06586806
65.59727500,4.43263729,2.03920463,-8.80783219
65.61732800,4.55709578,2.35992460,-9.24343693
65.63738100,4.04490120,2.14930253,-8.95143815
65.65743800,3.53270661,1.81900882,-8.85570084
65.67749500,3.34601886,1.76635330,-8.73124234
65.69755000,3.97309822,1.66582913,-8.51583340
65.71760300,4.15978596,1.81900882,-8.65465250
65.73765700,4.55709578,1.73763211,-8.60678385
65.75771000,4.55230892,1.86209061,-8.75038981
65.77776400,3.94916389,1.73763211,-8.49189908
65.79782100,3.36995319,1.89081180,-8.52062027
65.81788300,3.69067316,1.79986136,-8.77432413
65.83794700,4.39912923,1.85730374,-8.77432413
65.85800400,4.10234358,1.76635330,-8.37222744
65.87805900,3.84863972,1.72805838,-8.21904775
65.89811300,3.84863972,1.68497659,-8.47275162
65.91816800,3.77204987,1.86209061,-8.68337369
65.93822300,3.82949226,1.78550076,-8.54455460
65.95827700,4.07362239,1.73284525,-8.68337369
65.97833000,4.20765462,1.76635330,-8.90835636
65.99838300,3.87257404,1.70891092,-9.00409367
66.01843700,3.89172151,1.16799514,-6.73511951
66.03849100,4.02096687,1.37861721,-7.33826454
66.05854800,4.48050594,1.58923929,-8.64986563
66.07860200,4.43742415,1.70412405,-9.19556828
66.09865700,4.23637581,1.68018973,-8.99451994
66.11871100,3.97788508,1.39776467,-8.42009610
66.13876700,4.04490120,1.07704470,-8.06586806
66.15882100,4.48529280,1.12491335,-8.32435879
66.17887700,4.49007967,1.38819094,-8.75996354
66.19893100,3.92044270,1.38340408,-8.67379996
66.21898500,4.32732625,1.48871511,-9.10940470
66.23903900,4.57624325,1.27330618,-9.10940470
66.25909500,4.36083431,1.04832351,-8.59242325
66.27914900,4.43263729,1.19671633,-8.42009610
66.29920500,4.41348983,1.16320827,-8.40094864
66.31925800,4.65761996,1.29724050,-8.64986563
66.33931200,4.56666952,1.36425662,-8.48232535
66.35936500,4.68155428,1.14884768,-8.16639224
66.37941800,5.21289633,1.03874977,-8.22862149
66.39947100,5.45223960,1.11055275,-8.61157071
66.41952500,5.13151962,1.11055275,-8.76475040
66.43958900,5.15066708,1.18714260,-8.45360416
66.45965300,5.06929037,1.29724050,-8.22862149
66.47970800,4.80601278,1.12970022,-7.95577016
66.49976200,5.27033872,1.13927395,-8.18075283
66.51981600,5.77774644,1.06747097,-8.34829312
66.53986900,5.72987779,1.16320827,-8.27170327
66.55992300,5.35171543,1.24458498,-7.90311464
66.57997700,5.32778110,1.28766677,-7.71642690
66.60003000,5.78253331,1.18235573,-7.76429555
66.62008400,5.88784434,1.02917604,-7.78344301
66.64013800,6.07931896,1.02917604,-7.78344301
66.66019500,6.13676134,0.92865187,-7.64941078
66.68025200,6.29472790,0.77547218,-7.20901917
66.70030600,6.14154821,0.69888234,-7.02711829
66.72036000,6.06017150,0.89993068,-6.96967591
66.74041400,6.39046520,0.94301247,-6.99839710
66.76046800,6.78777502,0.79461964,-6.80213562
66.78052200,6.91223352,0.51219459,-6.42876012
66.80057900,7.20423231,0.69888234,-6.56279235
66.82063300,7.64462392,0.82334084,-6.93616785
66.84069300,7.77865615,0.76589845,-6.49577624
66.86075800,7.27124842,0.67494801,-6.06017150
66.88081400,7.46272303,0.55048951,-5.86869688
66.90086800,8.47753848,0.11009790,-5.62456675
66.92092200,8.71688175,0.13403223,-4.97833993
66.94097600,8.13288418,0.68930861,-5.18417514
66.96103000,7.75472182,0.57442384,-5.14109335
66.98108400,7.65898451,0.71324293,-5.02620859
67.00113800,8.49189908,0.62229249,-4.72942294
67.02119200,9.40619035,0.01436060,-4.01139314
67.04126600,9.38704289,-0.34944117,-3.32208453
67.06132700,8.77911100,-0.01914746,-2.90084038
67.08138400,8.09458926,0.07658985,-2.26418730
67.10144200,7.89354091,-0.13403223,-1.81900882
67.12149800,8.48232535,-0.11009790,-1.71848465
67.14155600,9.14291276,-0.11967163,-1.68497659
67.16161100,9.20992888,-0.39730982,-1.35946975
67.18166700,8.53019400,-0.40209669,-1.04832351
67.20172200,8.60199698,-0.13881909,-1.09619216
67.22177600,9.07110978,-0.30157252,-1.08661843
67.24182900,8.45360416,-0.45475221,-0.65101368
67.26188600,8.51583340,-0.44517847,-0.74675099
67.28194200,9.55458318,-0.47389967,-1.49350198
67.30199600,9.65510735,-0.33986744,-1.89081180
67.32205000,9.33438737,-0.33029371,-1.73284525
67.34210300,8.71209488,-0.62707936,-1.03396291
67.36215600,9.05196232,-1.12970022,-0.51698145
67.38221000,9.70776287,-1.44563333,-0.30635938
67.40226500,10.13858075,-1.71848465,-0.45953907
67.42231900,10.70821772,-1.34032229,-0.83770143
67.44237300,10.00933538,-1.50786258,-0.99088112
67.46243600,8.83655338,-1.18714260,-1.34032229
67.48254300,9.00409367,-0.73717726,-1.92431986
67.50259900,9.66468108,-1.32596169,-1.62274734
67.52265300,9.56415691,-1.92431986,-0.89514381
67.54270700,9.24822380,-2.22110551,-0.65101368
67.56276100,10.71779145,-1.84294315,-1.16799514
67.58281500,10.48802192,-2.07271268,-1.20629006
67.60286900,9.34396110,-1.69455032,-1.44563333
67.62292600,8.22383462,-1.84294315,-1.40733840
67.64298200,8.43924356,-1.93868045,-1.47435452
67.66303900,10.85661055,-2.14930253,-1.67540286
67.68309400,11.49805050,-2.52746489,-1.49828885
67.70314800,9.82743450,-2.95349590,-1.37383035
67.72320200,8.35786685,-2.20674491,-1.65146854
67.74325600,7.70685317,-2.10622074,-1.91953299
67.76331000,8.56370206,-1.78550076,-2.48916997
67.78336500,9.24343693,-1.91953299,-2.58490727
67.80342000,9.01845426,-2.58490727,-2.67107085
67.82347400,8.92271696,-2.43651445,-3.14497052
67.84352900,8.65465250,-2.34077714,-3.57100153
67.86359300,8.37222744,-2.27854789,-3.93959016
67.88366000,7.98449135,-2.67107085,-4.08798298
67.90371600,8.21426089,-2.80988994,-4.75335726
67.92376900,7.95098330,-2.37907206,-5.50968198
67.94383100,7.23774036,-2.09664701,-5.87348375
67.96388600,6.64895593,-2.52746489,-5.93571300
67.98394000,6.72075891,-2.60405473,-6.23249865
68.00399400,6.83085681,-2.48438310,-6.72554577
68.02404800,6.71597204,-2.57054668,-7.39092005
68.04410200,6.48620251,-2.49395683,-7.80259047
68.06417300,6.13197447,-2.14930253,-8.00842568
68.08424200,6.04102403,-2.12536820,-8.03714687
68.10432000,5.65328794,-2.36471147,-7.78822988
68.12439100,5.73466465,-2.22110551,-7.86003286
68.14444700,5.50010825,-1.98654911,-8.11852358
68.16450000,4.59539071,-2.06313895,-8.15203164
68.18455500,3.67152570,-1.82379569,-8.28606387
68.20461200,3.80077106,-1.56051809,-9.14769963
68.22468100,4.04011433,-1.46956765,-9.36789543
68.24521200,4.02096687,-1.67061600,-9.27215812
68.26527300,3.55185407,-1.58923929,-9.01845426
68.28533100,3.16411798,-1.45042019,-9.07110978
68.30538900,2.89126665,-1.00524172,-9.38225603
68.32544500,2.49874370,-0.89514381,-9.15727336
68.34550200,2.21631864,-1.09140529,-8.69294742
68.37242500,1.96740165,-0.84727516,-8.72166861
68.39248400,1.39297781,-0.68930861,-8.90356950
68.41254100,0.73717726,-0.49304713,-9.21471574
68.43259500,0.41167042,-0.25370386,-9.59287810
68.45265300,0.38294923,-0.05744238,-9.68861541
68.47270700,0.20583521,-0.22498267,-9.34874797
68.49277100,-0.12924536,0.05744238,-9.31045305
68.51284300,-0.62707936,0.19147461,-9.10940470
68.53289800,-1.07225783,-0.09573731,-8.73124234
68.55295200,-0.92865187,-0.00957373,-8.93707755
68.57300600,-0.71324293,0.22019580,-9.26737126
68.59306300,-0.87599635,0.32071998,-9.26737126
68.61312200,-1.30681423,0.04308179,-8.66901309
68.63318100,-1.93868045,-0.17232715,-8.29085073
68.65323900,-2.61841533,0.02872119,-8.53976773
68.67329400,-2.99179083,0.41645728,-9.13812590
68.69334800,-3.03965948,0.38294923,-9.40140349
68.71340200,-2.57054668,0.26806446,-9.42533782
68.73345600,-2.57054668,-0.05744238,-8.97058561
68.75351000,-3.13060992,-0.15317969,-8.59721011
68.77356400,-3.23113409,-0.27285132,-8.27649014
68.79361800,-3.82470539,-0.36858863,-8.44881729
68.81367500,-4.50444027,-0.05744238,-8.77432413
68.83373000,-4.59539071,0.05265552,-8.93229069
68.85378600,-4.48529280,-0.14839282,-8.67858683
68.87384100,-4.16935969,-0.14839282,-8.65943936
68.89390500,-3.84863972,-0.38294923,-8.61157071
68.91396900,-3.57578839,-0.71802980,-8.53976773
68.93402400,-3.43696930,-0.64622682,-8.91314323
68.95407900,-3.54706720,-0.57921070,-8.99451994
68.97413300,-3.85821345,-0.93343874,-8.23819522
68.99418700,-4.44699788,-1.23979812,-8.05150747
69.01424100,-4.43263729,-0.86163576,-8.63071817
69.03429500,-4.49965340,-1.06268410,-8.52540714
69.05435200,-4.75335726,-1.09619216,-8.01321255
69.07440800,-5.04535605,-1.76156644,-7.32390394
69.09446300,-5.28948618,-2.09664701,-8.18553970
69.11451700,-5.09322470,-1.13927395,-9.85615569
69.13457100,-4.26509700,-1.57009182,-9.56894377
69.15462800,-2.98221709,-2.13972880,-8.79347159
69.17468300,-2.21631864,-2.88169292,-8.63071817
69.19474000,-2.76680815,-2.56097295,-9.36789543
69.21479400,-4.70070174,-2.36471147,-9.71733660
69.23484800,-5.57191123,-2.31205595,-9.72212347
69.25490400,-4.89696322,-2.35513774,-9.84179510
69.27495900,-3.05402007,-2.72372637,-9.37746916
69.29501300,-2.67107085,-3.06838067,-8.72166861
69.31506700,-3.59493586,-3.17369171,-8.43445669
69.33512400,-4.13106477,-2.77638189,-9.05196232
69.35517900,-3.26464215,-2.63756279,-9.52107512
69.37523600,-2.47480937,-2.81946367,-9.43491155
69.39529000,-2.73330010,-3.01093829,-9.11897843
69.41534500,-3.18805230,-3.02529888,-9.03281486
69.43539900,-2.67107085,-2.94392217,-9.31045305
69.45545600,-1.72327152,-3.00136456,-9.57373064
69.47551100,-1.22065066,-2.87690606,-9.69818914
69.49556800,-1.75199271,-2.85775860,-9.67425481
69.51563500,-2.38385893,-2.81467681,-9.62159929
69.53570400,-2.06792582,-3.04923321,-9.21950261
69.55576600,-1.06268410,-3.25028155,-9.09504411
69.57582100,-0.62229249,-3.05402007,-9.26258439
69.59587500,-0.43081788,-2.76680815,-9.75563152
69.61592900,-0.23455640,-2.57533354,-10.09549896
69.63598300,0.23934327,-2.80988994,-9.83700823
69.65604000,-0.21540894,-2.66628398,-9.54500945
69.67609700,-0.45953907,-2.84339800,-9.09983097
69.69615100,0.20104834,-2.98700396,-9.09504411
69.71620500,1.46956765,-2.85297173,-9.63117302
69.73625900,1.67540286,-2.43172758,-9.85615569
69.75631300,0.69888234,-2.46044877,-9.25301066
69.77636700,0.61750563,-2.37907206,-8.95622501
69.79642100,1.48392825,-2.14451566,-9.13333903
69.81647500,1.82858255,-2.06792582,-9.06153605
69.83653100,1.59881302,-1.92431986,-8.92271696
69.85658700,2.03920463,-2.00090970,-8.75517667
69.87664200,2.83861113,-2.14451566,-8.53498087
69.89669600,3.24070782,-2.10622074,-8.48232535
69.91675600,2.99179083,-1.90038553,-8.70730802
69.93681300,2.70936577,-1.60359988,-8.93707755
69.95687800,3.20719976,-1.61796048,-8.92750382
69.97693300,3.76247614,-1.83336942,-8.65943936
69.99698700,3.73375495,-1.74241898,-8.71209488
70.01704300,3.35080572,-1.36425662,-8.82219278
70.03709800,3.11146246,-1.29724050,-8.67858683
70.05715200,3.79598420,-1.28287991,-8.76953727
70.07720700,4.36562117,-1.28287991,-8.58763638
70.09726200,4.42306356,-1.50786258,-8.25734268
70.11731600,4.67676742,-1.30202737,-8.23340835
70.13737000,4.36083431,-1.04832351,-8.19511343
70.15742400,4.19808089,-0.97652053,-8.25734268
70.17747900,4.82516024,-0.93822560,-8.39137491
70.19753300,5.54319004,-0.98609426,-8.32914566
70.21758700,5.74423838,-1.15363454,-7.90790151
70.23763500,5.64850108,-1.37861721,-7.62547645
70.25768900,5.99315538,-1.03874977,-7.98449135
70.27774300,6.04581090,-0.81376710,-8.16639224
70.29779700,5.77295958,-0.62707936,-7.84567226
70.31785200,5.22725693,-0.68452174,-7.41006752
70.33790600,5.54797691,-0.57442384,-7.28560902
70.35796000,6.38567834,-0.52176832,-7.25688783
70.37801600,6.64895593,-0.46432594,-7.12285560
70.39807100,6.17026940,-0.44517847,-6.94095471
70.41812500,5.78732017,-0.08616358,-7.01275769
70.43817800,5.76817271,-0.02872119,-6.96010218
70.45823200,6.24207238,-0.21062207,-6.86436487
70.47828700,6.91702039,-0.22019580,-6.90265979
70.49834100,6.77341443,-0.07658985,-6.75905383
70.51839600,6.13197447,0.02872119,-6.49577624
70.53845000,6.67767712,0.07658985,-6.14154821
70.55851300,8.24776895,-0.35901490,-5.49532139
70.57857800,7.77386928,-0.31593311,-5.44745273
70.59863300,7.02711829,0.18190088,-5.65328794
70.61868700,7.12285560,0.48347340,-5.62456675
70.63874200,8.06586806,0.24413013,-5.18896201
70.65879600,8.87006144,-0.25849073,-4.55230892
70.67885000,8.70252115,-0.19626148,-4.28903133
70.69890400,8.40094864,0.16754029,-4.25073640
70.71895800,7.85524599,0.11009790,-3.84385285
70.73901200,7.62547645,0.11009790,-3.51355914
70.75906600,8.14724477,0.08137671,-3.31729767
70.77912000,8.86527457,-0.06222925,-3.41303497
70.79917400,9.43491155,-0.00957373,-3.33644513
70.81922800,9.01845426,-0.06701611,-2.77159502
70.83928200,7.99885195,-0.11967163,-2.25461357
70.85933700,8.43924356,-0.30635938,-1.92431986
70.87939400,9.85136883,-0.52655519,-1.66104227
70.89944900,10.22474432,-0.86163576,-1.35468289
70.91950300,10.06677777,-0.96694679,-1.17756887
70.93955700,9.31045305,-0.68452174,-0.84248830
70.95962000,8.58763638,-0.54091578,-0.89514381
70.97968200,8.80783219,-0.29678565,-1.34510915
70.99973700,8.76953727,-0.59835817,-1.29245364
71.01979100,8.73124234,-0.87599635,-1.00524172
71.03984600,9.52107512,-1.17278200,-0.83770143
71.05989900,9.80350018,-1.55573123,-0.67494801
71.07995500,9.08547038,-1.47435452,-0.78504591
71.10000900,8.75038981,-1.40733840,-1.03396291
71.12007700,9.25779753,-1.45042019,-1.06747097
71.14014700,9.93274554,-1.75677957,-0.69888234
71.16021200,9.52586199,-2.11100761,-0.44039161
71.18027300,9.09025724,-2.08228641,-0.73239039
71.20032900,9.79871331,-2.08228641,-1.08183156
71.22038300,10.31090790,-2.30726908,-1.08661843
71.24043700,9.81786077,-2.29290849,-0.75153786
71.26049300,9.32960051,-2.44608818,-0.59835817
71.28054800,9.77477898,-2.48438310,-0.90950441
71.30060500,9.96625360,-2.55618608,-0.96694679
71.32065900,9.09983097,-2.66628398,-0.87599635
71.34071200,9.05196232,-2.52267802,-1.16320827
71.36076600,9.84179510,-2.60884160,-1.47914138
71.38082100,10.15294134,-2.79552935,-1.18714260
71.40087400,9.76520525,-3.00615142,-0.87599635
71.42092700,9.52586199,-2.95828277,-1.06747097
71.44098200,9.99976165,-2.81946367,-1.40733840
71.46103700,9.85136883,-2.89126665,-1.30202737
71.48109200,9.46363274,-3.09710186,-1.00524172
71.50114700,9.04238859,-3.01572515,-0.97173366
71.52120200,9.04238859,-3.04923321,-1.08661843
71.54125500,9.53064885,-3.00615142,-1.21586379
71.56130900,0.00000000,-58.97418074,1.16799514
71.58136700,8.94665128,-2.99179083,-1.62274734
71.60142900,8.87484830,-2.75723442,-1.94825419
71.62148400,8.48232535,-2.91520098,-1.96261478
71.64153800,9.98540106,-3.45132990,-2.02484403
71.66159400,11.46454244,-3.99703254,-2.14451566
71.68165100,10.34441596,-3.40346124,-2.44608818
71.70170500,8.12331045,-2.90084038,-2.75723442
71.72175900,6.98403650,-2.90562725,-3.15933111
71.74181300,7.07977381,-2.64713652,-4.09276985
71.76186700,7.75950868,-2.38864579,-5.02142172
71.78192100,8.33393252,-2.72851323,-5.25119126
71.80197500,8.63550504,-2.92477471,-5.15545395
71.82202800,8.76953727,-3.11146246,-4.99748739
71.84208300,8.28606387,-3.29815021,-5.07407724
71.86214000,7.89832778,-2.70936577,-5.64371421
71.88219500,7.40049378,-2.55139922,-6.06495836
71.90224800,7.13721619,-2.25461357,-6.70639831
71.92230200,6.90744666,-2.28333476,-6.56757922
71.94235600,6.14154821,-2.26897416,-6.25164611
71.96240900,5.70115660,-2.40300639,-6.24207238
71.98246900,6.11761388,-2.25461357,-6.91223352
72.00253500,6.96967591,-1.97218851,-7.71164003
72.02259000,7.38613319,-1.85730374,-7.87918032
72.04264500,6.63459533,-2.02963090,-7.24252723
72.06270200,5.72987779,-2.32641655,-6.29472790
72.08275700,5.11715903,-1.91953299,-6.62980847
72.10281100,5.19853574,-1.46478079,-7.75472182
72.12286500,5.45702646,-1.19192946,-8.43924356
72.14294100,5.28469931,-1.21107693,-8.09458926
72.16299600,4.63368563,-1.59881302,-7.32869081
72.18305500,4.68634115,-1.49828885,-7.62068959
72.20311300,4.91611068,-1.41691213,-7.91268837
72.22316900,4.94004501,-1.53179690,-8.10416299
72.24323900,4.71506234,-1.30202737,-8.46317789
72.26329900,4.21244148,-0.98130739,-8.57806265
72.28335600,3.54706720,-0.79461964,-8.48711221
72.30341200,3.37952692,-0.90950441,-8.30999820
72.32347200,3.69546003,-1.01002858,-8.48711221
72.34353500,3.60929645,-0.84248830,-8.83655338
72.36359100,2.79552935,-0.61750563,-9.05674919
72.39459300,2.44608818,-0.44039161,-9.13812590
72.41465100,2.50831743,-0.50740772,-9.08547038
72.43470700,2.74766069,-0.80419337,-8.99451994
72.45476700,2.69500518,-0.75632472,-9.28173186
72.47482900,2.10622074,-0.48826026,-9.44927214
72.49488700,1.35946975,-0.45475221,-9.35353484
72.51494600,1.10576589,-0.43081788,-9.38704289
72.53500300,1.37861721,-0.37337549,-9.41097722
72.55508500,1.52222317,-0.26806446,-9.70776287
72.57514200,0.89993068,-0.20583521,-9.81307391
72.59519800,0.54570265,-0.16754029,-9.73169720
72.61526100,0.29678565,-0.22019580,-9.76999212
72.63680700,0.27763819,0.12924536,-10.09549896
72.65690500,0.25370386,0.66058741,-9.97582733
72.67696400,-0.27285132,0.08137671,-8.82219278
72.69702100,-0.49783399,0.14360596,-8.64029190
72.71707800,-0.65101368,0.38294923,-8.79825846
72.73713500,-0.88078322,0.61750563,-8.95143815
72.75719100,-1.37861721,0.72281666,-8.96101188
72.77724700,-1.57487869,0.48826026,-8.80783219
72.79730300,-1.60838675,0.77068532,-9.15248649
72.81735900,-1.72805838,0.65101368,-9.14769963
72.83741500,-2.37907206,0.65580055,-9.22907634
72.85747800,-3.13539678,0.75632472,-9.26258439
72.87754000,-2.74766069,0.83770143,-9.28173186
72.89760100,-1.89081180,0.66537428,-8.98973307
72.91765800,-1.81900882,0.53612892,-8.58763638
72.93771500,-3.25028155,0.58399757,-8.22383462
72.95777300,-4.34647371,0.57921070,-8.49668594
72.97782900,-4.53794832,1.06747097,-9.29130559
72.99788500,-3.81991853,1.02438918,-8.98973307
73.01795000,-3.59493586,0.32071998,-8.30521133
73.03802200,-3.26942901,0.28242505,-8.40094864
73.05811100,-3.79119733,0.38773609,-8.90356950
73.07817100,-4.33211311,0.50740772,-9.43012468
73.09822900,-4.14063850,0.60314503,-9.75563152
73.11828500,-3.92044270,0.39730982,-9.24822380
73.13834100,-3.99703254,0.13403223,-8.49189908
73.15841600,-4.50922713,0.15317969,-8.34350625
73.17847300,-4.99270053,0.20104834,-8.28606387
73.19853000,-4.69591488,0.30635938,-8.16639224
73.21858600,-4.41348983,0.12924536,-7.91747524
73.23864200,-4.25552327,-0.31593311,-7.78822988
73.25870300,-3.80077106,-0.32550684,-8.46796475
73.27876500,-4.02096687,0.10531104,-9.30087932
73.30123800,-4.63368563,-0.07658985,-9.15248649
73.32132900,-4.34647371,-0.46911280,-8.65465250
73.34140000,-4.46614534,-0.55048951,-8.68816056
73.36146700,-4.52837459,-0.58399757,-8.76475040
73.38152600,-4.32253938,-0.67494801,-8.88920890
73.40158400,-4.11670418,-0.69888234,-8.98494621
73.42164200,-3.98267195,-0.66537428,-8.84612711
73.44169800,-4.21244148,-0.84248830,-8.61157071
73.46175500,-4.27467073,-0.95258620,-8.49668594
73.48181000,-4.05447493,-1.09140529,-8.37222744
73.50186800,-4.41348983,-1.11055275,-8.56848892
73.52192500,-4.74857040,-0.82812770,-9.25779753
73.54198000,-4.02096687,-1.06268410,-9.13812590
73.56203500,-3.87257404,-1.57966556,-8.33871939
73.58208900,-4.05926179,-1.64189480,-8.19511343
73.60214200,-4.58581698,-1.41691213,-8.99451994
73.62219700,-4.25073640,-1.16320827,-9.80828704
73.64225200,-3.78641047,-1.34989602,-9.61202556
73.66231100,-3.94916389,-1.41212527,-9.10940470
73.68237500,-4.19808089,-1.73763211,-8.54934146
73.70243200,-3.84385285,-1.71369778,-8.97537248
73.72249000,-3.17369171,-1.57009182,-9.45405901
73.74254600,-3.36037945,-1.52701004,-9.46363274
73.76260000,-3.64759137,-1.59881302,-9.26737126
73.78265600,-2.96785650,-1.61796048,-9.36310857
73.80271500,-2.26418730,-1.63232107,-9.54500945
73.82277000,-2.51310429,-1.68976346,-9.33438737
73.84282400,-3.01572515,-1.85730374,-8.96579874
73.86288600,-2.72372637,-1.66582913,-9.46363274
73.88294400,-2.24982670,-1.43605960,-9.77956585
73.90299900,-2.56575981,-1.59881302,-9.31523991
73.92305400,-2.67107085,-1.75199271,-8.87006144
73.94310800,-1.96261478,-1.52222317,-9.13333903
73.96316400,-1.53179690,-1.60359988,-9.34874797
73.98321800,-1.28287991,-1.67061600,-9.56415691
74.00327200,-1.62753421,-1.56530496,-9.70776287
74.02332600,-2.34077714,-1.37383035,-9.63117302
74.04339100,-2.18759745,-1.49828885,-9.33917424
74.06346200,-1.52222317,-1.50786258,-9.28173186
74.08351700,-1.09140529,-1.42648587,-9.29130559
74.10357000,-1.18714260,-1.27809304,-9.38225603
74.12362500,-1.34510915,-1.44084646,-9.30087932
74.14368000,-0.75632472,-1.39297781,-9.60245183
74.16523100,-0.14839282,-1.35468289,-9.86572942
74.18531300,-0.13881909,-1.23979812,-9.93274554
74.20537700,-0.34944117,-1.47435452,-9.64553362
74.22543200,-0.21540894,-1.21107693,-9.63117302
74.24548600,-0.00957373,-1.04353664,-9.53064885
74.26554200,-0.03350806,-1.10097902,-9.42533782
74.28559600,0.56485011,-1.02917604,-9.64553362
74.30565000,1.03874977,-1.02917604,-9.49714079
74.32570400,0.33029371,-1.09619216,-8.94186442
74.34575900,-0.41167042,-1.24937185,-8.56848892
74.36581300,-0.20104834,-1.01960231,-9.13333903
74.38586700,0.82334084,-0.69409547,-9.96146673
74.40592100,1.94825419,-0.85684889,-10.04763031
74.42597500,2.20195805,-1.09140529,-9.78913958
74.44602800,1.37383035,-1.10576589,-9.40140349
74.46608600,0.54091578,-0.88557008,-9.24822380
74.48614200,0.77068532,-0.69409547,-9.50192766
74.50619600,1.89559867,-0.55048951,-10.06199090
74.52625100,2.63756279,-0.50740772,-10.09071209
74.54630600,2.59926787,-0.76111159,-9.17163395
74.56636100,1.76635330,-0.67973488,-8.63071817
74.58641500,1.79028763,-0.20583521,-9.02324113
74.60647000,2.80031621,-0.33986744,-9.17163395
74.62652600,4.03532746,-0.56006324,-9.22907634
74.64658300,4.61932503,-0.60314503,-8.96101188
74.66664200,3.73854181,-0.64622682,-8.26212954
74.68670900,3.07795440,-0.43081788,-8.08022866
74.70676600,3.57578839,-0.25849073,-8.59721011
74.72682000,3.91565583,-0.06222925,-9.39661662
74.74687300,4.53794832,0.06222925,-9.73169720
74.76692700,5.22725693,-0.12445850,-8.90835636
74.78698200,4.80601278,-0.37816236,-7.57282094
74.80703600,4.48050594,-0.25370386,-7.13721619
74.82709000,5.12673276,-0.06701611,-7.64462392
74.84714800,5.82561509,0.18190088,-8.49189908
74.86720400,5.72509092,0.49304713,-8.70730802
74.88725800,5.50968198,0.28721192,-7.95098330
74.90731200,5.80646763,0.13881909,-7.15636365
74.92736600,6.09846642,0.09573731,-6.48620251
74.94742000,6.21335119,0.04786865,-6.17026940
74.96747400,6.17505626,0.27763819,-6.49098937
74.98752800,6.15112194,0.78025905,-6.94574158
75.00758200,6.74948010,0.77547218,-6.59630041
75.02763800,7.18987171,0.25849073,-5.74423838
75.04769200,6.95052844,-0.14839282,-4.81079965
75.06775900,6.76384070,-0.08616358,-4.83473397
75.08782200,7.09892127,0.33029371,-5.64371421
75.10788400,7.75950868,0.57921070,-6.04581090
75.12794100,8.27170327,0.28242505,-5.48574766
75.14799700,8.62593131,-0.11488477,-4.84430770
75.16805200,8.39137491,-0.28721192,-4.39434236
75.18810800,8.04193374,-0.21540894,-4.45178475
75.20816600,8.09458926,0.10531104,-4.66240682
75.22822100,8.36744058,0.01436060,-4.48529280
75.24827700,8.83176652,-0.23934327,-4.13106477
75.26833100,8.98973307,-0.44517847,-3.67152570
75.28838500,8.52540714,-0.67494801,-3.47047736
75.30844100,8.48232535,-0.36380176,-3.72418122
75.32849600,8.34829312,-0.35422803,-3.48962482
75.34855000,8.55891519,-0.66537428,-2.97264336
75.36860400,8.52062027,-1.07225783,-2.78595562
75.38865800,9.22907634,-0.65101368,-3.49441168
