"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
10.82256400,-2.33599028,-0.80419337,7.65419765
10.84262100,-1.85251688,-2.13972880,9.18599455
10.86267800,-1.95782792,-2.24503984,10.10985956
10.88276000,-2.31684281,-1.69455032,10.33005536
10.90281800,-2.53703862,-0.07180298,8.80783219
10.92287900,-1.82858255,0.35422803,8.01799941
10.94294000,-1.54615750,0.01914746,8.80304532
10.96299700,-1.76156644,0.05265552,9.83222137
10.98307400,-2.07749955,0.23934327,10.38749774
11.00315600,-2.17323686,0.22019580,10.64598847
11.02321600,-2.35992460,1.06747097,10.03805658
11.04327300,-1.87645121,1.43127273,9.15248649
11.06332900,-1.02438918,1.15842141,8.87484830
11.08339300,-1.41691213,1.33553542,9.66946795
11.10344900,-1.80943509,1.30202737,10.63162788
11.12351000,-1.60838675,1.99133597,9.67425481
11.14356800,-1.19671633,2.93913531,8.20947402
11.16362500,-0.99088112,3.59493586,7.77865615
11.18369200,-1.28766677,3.40824811,9.02324113
11.20375400,-1.34510915,3.54228034,8.94186442
11.22381100,-1.11533962,3.74332868,8.44403042
11.24388500,-0.99566799,3.83427912,8.42966983
11.26395900,-1.05311037,4.43742415,7.90311464
11.28440700,-1.12491335,5.02142172,7.32869081
11.30448400,-1.64189480,5.38522349,7.59675526
11.32456300,-1.98654911,5.81125450,7.75950868
11.34463100,-2.07749955,6.14154821,7.68291884
11.36469200,-1.83336942,6.24685924,7.05105262
11.38477200,-1.40733840,6.09367955,6.57236608
11.40482900,-1.30681423,5.99794225,6.73990637
11.42488500,-1.56530496,6.06495836,7.25688783
11.44494100,-2.02963090,6.53407116,7.20901917
11.46499700,-2.37428520,7.24252723,6.69203772
11.48506400,-2.29290849,7.35741200,6.17026940
11.50512000,-1.90517240,7.10370813,5.88784434
11.52517500,-1.95304105,7.35262513,5.44745273
11.54523100,-2.09664701,7.65419765,5.52882944
11.56528800,-2.46044877,7.72600063,5.73466465
11.58535000,-2.32162968,7.60154213,5.79210704
11.60540700,-2.65192339,7.67813197,5.82561509
11.62547300,-2.93434844,8.06586806,6.08889269
11.64553900,-3.15454425,8.45360416,5.96922105
11.66560000,-3.38910065,8.70730802,5.70115660
11.68568500,-3.11146246,8.23340835,5.58627183
11.70574600,-2.60884160,7.57760780,5.45702646
11.72580500,-2.65192339,7.44357557,5.39001035
11.74586300,-3.11624932,7.40049378,6.27558043
11.76591900,-3.53749347,7.55846034,6.66331653
11.78599300,-3.56621466,7.87439345,6.17984313
11.80605000,-3.35080572,8.05629433,5.35171543
11.82610700,-3.06359380,7.40528065,5.64850108
11.84616400,-2.91998785,6.83564368,6.03145030
11.86622200,-3.12103619,6.53885803,6.48141564
11.88628400,-3.33644513,6.56757922,6.71597204
11.90634100,-3.50398541,6.75905383,6.53885803
11.92639700,-3.42739557,6.49098937,6.41439953
11.94645300,-3.45611676,6.03145030,6.78298816
11.96650800,-3.61887018,6.23249865,6.82606995
11.98656500,-3.91565583,6.34259655,7.02711829
12.00662200,-4.08798298,6.08410582,7.49623109
12.02669000,-4.03532746,5.96443419,7.57760780
12.04675400,-4.02096687,6.07453209,7.26167469
12.07771500,-3.94437702,6.14633507,6.73990637
12.09777600,-4.19329402,6.38567834,6.75905383
12.11783300,-4.49486654,6.54364489,7.04147889
12.13789500,-4.49007967,6.28515417,7.32869081
12.15795300,-4.25552327,5.76817271,7.52016542
12.17801000,-3.79598420,5.46660020,6.70161145
12.19806700,-3.90129524,5.42830527,6.88829920
12.21812300,-4.22201521,5.29905991,7.72121376
12.23818100,-4.31775252,5.25119126,7.77865615
12.25824100,-4.22201521,5.10758530,7.55846034
12.27829900,-3.96831135,4.79165219,7.57760780
12.29836200,-4.01139314,4.66719369,7.57760780
12.31841800,-4.01618000,4.48050594,7.78344301
12.33847400,-4.05447493,4.18372029,8.00842568
12.35853000,-3.96352449,3.86778718,8.21904775
12.37859100,-3.86300031,3.53749347,8.17596597
12.39865400,-3.71460749,3.08274127,8.04672060
12.41871100,-3.99224568,3.15454425,8.44403042
12.43876700,-4.45178475,3.39867438,9.21950261
12.45882700,-4.28424446,3.35080572,8.91314323
12.47888400,-3.87257404,2.96785650,8.08022866
12.49894500,-3.86778718,2.24503984,8.89878263
12.51900100,-3.96352449,1.64189480,9.57851751
12.53905700,-3.87257404,1.72327152,9.22907634
12.55911300,-3.67152570,1.85730374,8.53498087
12.57917000,-3.59493586,1.34510915,8.68337369
12.59922900,-3.48005109,0.57921070,9.14291276
12.61928600,-3.38431378,0.08616358,9.54500945
12.63934200,-3.48483795,-0.05265552,9.57851751
12.65940800,-3.16890484,-0.35901490,9.06153605
12.67947700,-2.86254546,-0.52176832,8.52540714
12.69956400,-2.84339800,-0.96215993,8.77432413
12.71962400,-2.91041411,-1.49350198,9.23865007
12.73968200,-2.83382427,-1.91953299,9.32002678
12.75973800,-2.76680815,-1.94825419,8.78868473
12.77979400,-2.37907206,-3.33165826,8.93229069
12.79986700,-1.79507450,-4.23637581,8.74560294
12.81992400,-1.48871511,-4.47093221,8.21426089
12.83998100,-1.83336942,-4.24594954,8.37222744
12.86004400,-2.15408939,-4.29381819,8.68816056
12.88010100,-2.33120341,-4.55709578,8.63071817
12.90016400,-1.82858255,-5.32778110,8.55412833
12.92022200,-1.45520706,-5.95486046,8.04193374
12.94027900,-1.22543752,-6.29472790,7.81216420
12.96033600,-1.24937185,-6.12240074,7.35741200
12.98039300,-1.39297781,-5.98358165,7.32390394
13.00045600,-1.26373244,-6.52449743,7.15157679
13.02051300,-0.66537428,-7.04626575,6.55800549
13.04057300,-0.74675099,-7.21380604,6.65374279
13.06064100,-1.33074856,-6.84521741,6.80213562
13.08070700,-1.43605960,-6.63459533,6.92659412
13.10080200,-1.47914138,-7.17072425,7.31433021
13.12085900,-1.70891092,-7.25688783,7.07020008
13.14091400,-1.75677957,-7.17551111,6.45748132
13.16097100,-1.73284525,-7.19465858,6.51013684
13.18102700,-1.69455032,-7.66855824,6.67767712
13.20109800,-1.58923929,-7.56803407,6.42876012
13.22115500,-1.82858255,-7.36219886,6.34738341
13.24121100,-2.25940043,-7.48665736,6.67289026
13.26127200,-2.26897416,-8.27649014,6.70161145
13.28132900,-2.67107085,-8.33393252,6.37610461
13.30139500,-2.80988994,-7.67813197,6.17984313
13.32145200,-3.14497052,-7.75472182,6.66331653
13.34150900,-3.04923321,-8.38658804,6.84043054
13.36156500,-2.80988994,-8.67379996,6.25164611
13.38162600,-2.81946367,-8.32435879,6.12718761
13.40168300,-2.88169292,-8.31478506,6.49098937
13.42174000,-3.33644513,-7.96534389,6.63938220
13.44179600,-3.31729767,-8.03236001,6.37131774
13.46185700,-3.31251080,-8.07065493,6.35217028
13.48191500,-3.55664093,-7.64941078,6.54364489
13.50197200,-3.68109943,-7.36698573,6.62980847
13.52202800,-3.24549469,-7.84088539,6.44790759
13.54208400,-3.21677350,-7.91268837,6.21813805
13.56214100,-3.66673884,-7.27124842,6.51013684
13.58219700,-3.96352449,-7.22337977,7.28082215
13.60225600,-3.89172151,-7.34783827,7.17072425
13.62231300,-3.51834601,-7.31433021,6.77820129
13.64237000,-3.59014899,-6.98403650,6.84043054
13.66243000,-3.57100153,-7.07498694,7.34305140
13.68249500,-3.88214777,-6.55800549,7.40049378
13.70259900,-4.07362239,-6.41918639,8.08501553
13.72266000,-4.29381819,-6.27079357,8.43924356
13.74271800,-4.15978596,-6.15112194,8.35307998
13.76277600,-4.05447493,-6.07931896,8.31478506
13.78283200,-3.93001643,-5.48096079,7.89354091
13.80289500,-3.57100153,-5.05492978,7.68770570
13.82295100,-3.28857647,-5.04535605,7.97970449
13.84300700,-3.57100153,-4.51401400,8.29085073
13.86306600,-4.01139314,-3.99224568,8.65465250
13.88312400,-4.09276985,-4.03054060,9.34396110
13.90319900,-3.70024689,-4.02096687,8.96101188
13.92325500,-3.25028155,-3.98267195,8.86527457
13.94331100,-2.86254546,-3.91086897,9.05196232
13.96336800,-2.96306963,-3.70503376,9.50671453
13.98342500,-3.63801764,-1.91953299,8.52540714
14.00348600,-3.17847857,-1.26373244,8.01799941
14.02354200,-2.30248222,-2.52746489,9.05674919
14.04359700,-2.26418730,-2.78116875,9.86572942
14.06365500,-2.51789116,-2.32641655,10.27739984
14.08371400,-3.36037945,-0.36858863,9.07589665
14.10378900,-2.91998785,0.93822560,7.74036122
14.12385700,-1.87166434,-0.05265552,8.25734268
14.14391400,-1.44563333,-0.83291457,9.52586199
14.16397000,-1.94346732,-0.57442384,10.15772821
14.18402700,-2.80988994,1.09140529,9.65989422
14.20409200,-3.05402007,2.09664701,8.89399576
14.22414900,-2.18759745,1.59881302,8.30999820
14.24420500,-1.42648587,1.75677957,7.97970449
14.26426400,-1.46956765,2.30248222,8.49668594
14.28432000,-1.83336942,2.25461357,10.06199090
14.30446200,-2.70936577,3.19283917,9.59287810
14.32453400,-2.69021831,4.52358773,8.41530923
14.34460300,-1.77114017,4.23158894,8.13767104
14.36467100,-1.10576589,3.79598420,8.26691641
14.38473900,-0.97652053,3.79598420,8.29563760
14.40483700,-1.36904348,4.27467073,8.34350625
14.42489200,-1.85730374,5.61977989,7.69249257
14.44494600,-1.67061600,6.18941686,6.96488904
14.46500100,-1.44563333,6.18941686,6.79734875
14.48505600,-1.46478079,6.04581090,7.82652480
14.50511000,-1.69455032,6.04581090,8.15681851
14.52516300,-1.90517240,5.75859898,8.66422623
14.54521700,-1.91474613,6.04581090,7.86481972
14.56527100,-1.62274734,6.69682458,6.67289026
14.58532500,-1.26373244,6.89308606,6.30430163
14.60538000,-1.29245364,6.64895593,6.91223352
14.62543400,-1.43605960,5.85433629,8.17596597
14.64548800,-1.42169900,5.81125450,7.78822988
14.66554200,-1.57009182,6.71597204,6.61066101
14.68559600,-1.35468289,7.18029798,5.50489512
14.70567100,-1.01960231,7.06541321,5.26555185
14.72573700,-1.18714260,6.66810339,6.22292492
14.74579100,-1.80943509,6.93616785,6.89787293
14.76584400,-2.85775860,8.68337369,5.85912315
14.78589800,-2.54661235,9.58809124,4.73420980
14.80595200,-2.04399149,9.15727336,4.63368563
14.82600600,-1.79028763,8.59242325,5.04056918
14.84606100,-1.85730374,8.28127700,5.43309214
14.86611500,-1.97218851,7.82173793,6.11761388
14.88616900,-1.92910672,7.84567226,5.63414048
14.90622300,-1.85251688,8.16639224,4.60975130
14.92627800,-1.74720584,8.37222744,4.19329402
14.94633500,-1.79028763,7.91747524,4.76293099
14.96639000,-2.04399149,7.84567226,5.26076499
14.98644400,-2.50831743,8.30999820,5.38522349
15.00649800,-2.87690606,8.58763638,5.50010825
15.02655200,-2.50353056,8.21904775,5.09801157
15.04660600,-2.34077714,7.95098330,5.05971664
15.06666000,-2.27854789,7.82173793,5.04056918
15.08671700,-2.68543144,8.47753848,4.77729159
15.10677200,-2.83861113,8.89878263,4.61453817
15.12683300,-2.60405473,8.37701431,4.94961874
15.14689900,-2.26418730,7.85045912,4.91132382
15.16695300,-2.36471147,7.79301674,5.12194589
15.18700700,-2.99179083,7.97970449,5.92613927
15.20706200,-3.63801764,8.24298208,6.65852966
15.22711500,-3.50398541,8.17596597,6.50534997
15.24716900,-2.86254546,7.96055703,5.36128916
15.26722300,-2.47480937,7.51537855,5.13630649
15.28727700,-2.74287383,7.10849500,6.23728551
15.30733000,-3.36037945,6.96010218,7.38613319
15.32738400,-3.49919855,6.84043054,7.64941078
15.34743800,-3.15454425,6.62980847,7.13721619
15.36749200,-2.83382427,6.51013684,6.15112194
15.38754600,-2.83861113,5.86391002,6.96488904
15.40760000,-3.01572515,5.33256797,7.77386928
15.42765400,-3.05402007,5.35171543,7.46750990
15.44770800,-3.08274127,5.20332260,7.29518275
15.46776300,-3.17369171,4.30817879,8.30999820
15.48781600,-3.33165826,3.69067316,8.85091398
15.50787000,-3.25506842,3.81513166,8.89399576
15.52792400,-3.28857647,3.86300031,8.49189908
15.54797800,-3.42260870,3.87257404,8.60199698
15.56803200,-3.21198663,3.25506842,8.53019400
15.58808600,-3.25985528,3.01093829,8.78389786
15.60814000,-3.44175617,2.76680815,9.36789543
15.62819400,-3.49441168,2.83861113,9.06632292
15.64825100,-3.22156036,2.35992460,8.77432413
15.66830500,-3.14018365,1.78550076,9.20514201
15.68835900,-3.19762603,1.54137063,9.52107512
15.70841300,-3.16411798,1.12970022,9.39182976
15.72847700,-2.85775860,0.32550684,9.27694499
15.74854200,-3.03008575,-0.11009790,9.62638616
15.76859700,-3.14018365,-0.53134205,10.46408759
15.78865000,-2.65671025,-0.90950441,9.71733660
15.80870500,-2.30248222,-1.03396291,8.55412833
15.82876000,-2.33120341,-1.61796048,9.15248649
15.84881300,-2.48438310,-1.91474613,9.57851751
15.86886700,-2.77159502,-1.61796048,9.31045305
15.88892100,-2.63277593,-2.15408939,9.31045305
15.90897400,-1.94825419,-3.60929645,9.36789543
15.92902800,-1.60359988,-4.26509700,9.49235393
15.94908100,-1.68976346,-3.80077106,8.76475040
15.96913400,-2.27376103,-2.86254546,8.67858683
15.98918900,-1.90038553,-4.00660627,8.48711221
16.00924300,-1.55573123,-5.17938828,9.10461784
16.02929800,-1.27330618,-5.50010825,8.63550504
16.04935200,-0.92386501,-5.22725693,7.10370813
16.06940600,-0.83291457,-5.12673276,6.71118518
16.09639400,-1.45999392,-5.90220494,8.27170327
16.11645000,-1.15363454,-6.60108728,8.03236001
16.13650400,-0.81855397,-7.00318396,7.60632899
16.15656000,-0.85684889,-6.81170935,6.89308606
16.17665100,-0.95258620,-6.29951476,6.37131774
16.19670600,-1.08183156,-7.10849500,7.28560902
16.21676000,-1.19192946,-7.49144423,7.60154213
16.23681300,-1.36904348,-7.46750990,7.50580482
16.25686600,-1.43605960,-7.30954334,6.88829920
16.27692100,-1.20150320,-7.51059169,6.34259655
16.29697900,-1.33074856,-7.66855824,6.61066101
16.31703400,-1.64668167,-8.01799941,7.52973915
16.33708800,-2.00569657,-7.93662270,7.53931288
16.35714300,-2.17323686,-7.41006752,6.45748132
16.37719900,-1.46956765,-7.63505019,5.90699180
16.39725400,-1.28766677,-7.80259047,5.43309214
16.41730800,-1.74720584,-8.08501553,6.42397326
16.43736300,-2.42215385,-7.41964125,6.43833386
16.45741700,-2.47002251,-7.27124842,6.27079357
16.47747200,-2.15887626,-7.85045912,5.99315538
16.49752600,-1.82858255,-7.97013076,5.40437095
16.51758000,-1.92431986,-8.07065493,5.73466465
16.53763400,-2.57054668,-7.85524599,6.28515417
16.55768800,-3.12103619,-7.99406508,6.86915173
16.57774200,-3.41782184,-8.04672060,6.85479114
16.59779600,-3.46090363,-7.86003286,6.70161145
16.61785100,-3.00615142,-8.53498087,6.65374279
16.63790500,-2.63277593,-8.39137491,5.67243540
16.65795900,-2.71415264,-8.31957193,6.05538463
16.67801400,-3.09710186,-8.04672060,6.43833386
16.69807000,-3.36995319,-7.97491762,6.77820129
16.71812500,-3.13539678,-8.61157071,7.16115052
16.73818200,-2.71415264,-8.90356950,6.32823595
16.75824300,-2.24982670,-8.32914566,5.07886410
16.77830700,-2.37907206,-7.83609853,5.66286167
16.79838100,-2.90562725,-7.71642690,7.19465858
16.81844900,-3.53749347,-7.62068959,8.46317789
16.83850500,-4.01139314,-7.21859290,8.67379996
16.85856200,-4.03054060,-7.06541321,8.53019400
16.87861600,-4.44221102,-5.18896201,6.94574158
16.89867000,-3.48962482,-5.58627183,7.54888661
16.91872400,-3.26464215,-6.14633507,8.70252115
16.93877800,-3.43696930,-5.78253331,9.13812590
16.95883200,-3.07316754,-5.72987779,8.89878263
16.97888600,-3.58057526,-3.65716510,7.11806873
16.99894000,-3.63801764,-2.54182548,6.68246399
17.01899700,-3.43218243,-4.12149104,9.05674919
17.03905300,-3.29815021,-4.53316146,9.86572942
17.05911000,-2.78595562,-4.60017757,9.69818914
17.07916700,-3.09231500,-3.31729767,8.89878263
17.09922200,-4.00181941,-0.82812770,8.42488296
17.11928000,-3.41303497,-0.68930861,8.59721011
17.13933600,-2.60884160,-1.72327152,9.64074675
17.15939300,-2.37428520,-2.07271268,10.51674311
17.17945600,-2.73808696,-1.32596169,10.50716938
17.19962900,-3.53270661,1.00045485,9.12376530
17.21968500,-3.05880694,2.02963090,7.93183584
17.23974000,-1.60838675,1.09140529,7.85524599
17.25979600,-1.45999392,0.92865187,8.93229069
17.27985000,-1.85251688,1.28766677,9.59287810
17.29990700,-2.25461357,1.83815628,9.57851751
17.31996200,-2.41258012,3.27421588,8.49189908
17.34001600,-2.02484403,3.81034479,7.87918032
17.36006900,-2.02963090,4.44699788,8.21904775
17.38012200,-2.01527030,4.30339192,8.77432413
17.40019000,-1.59402615,4.06883552,8.42488296
17.42025800,-1.64668167,4.76293099,7.87439345
17.44031600,-1.58923929,5.64371421,7.27124842
17.46037400,-1.12012648,5.61499302,6.81170935
17.48042900,-0.76111159,5.63414048,6.51492370
17.50048400,-0.87120949,5.88305748,6.65374279
17.52053900,-1.71369778,6.40003893,7.29996961
17.54059300,-2.22589237,6.70161145,7.94619643
17.56064700,-1.85730374,7.09892127,6.85000427
17.58070100,-1.20150320,7.27124842,5.70594346
17.60075800,-0.99088112,7.43400184,5.22247006
17.62081900,-1.68976346,7.76908241,6.20377745
17.64087400,-2.31205595,8.41530923,6.35695715
17.66093000,-2.01048343,8.19990029,5.98358165
17.68098400,-1.49350198,7.93183584,5.62456675
17.70103800,-1.49350198,8.14245791,5.16981455
17.72109200,-1.72805838,8.14724477,5.36128916
17.74114700,-1.97218851,8.34350625,5.32299424
17.76120100,-1.96740165,8.18553970,5.29905991
17.78125400,-1.69455032,7.85045912,4.99270053
17.80131400,-1.41691213,7.82652480,4.52837459
17.82137700,-1.51264944,8.38180118,3.90129524
17.84143300,-1.90995926,8.65943936,3.97788508
17.86149000,-2.04877836,8.52540714,4.45657161
17.88154400,-1.98176224,8.35786685,4.30339192
17.90159800,-1.96740165,8.57806265,4.22201521
17.92165300,-2.25461357,8.78389786,3.96831135
17.94170700,-2.44608818,9.37746916,3.39867438
17.96176100,-2.29290849,9.57851751,2.76680815
17.98181500,-2.11100761,8.88920890,3.14975738
18.00187300,-2.39343266,8.84612711,3.88214777
18.02192900,-2.58490727,9.13812590,3.72418122
18.04198400,-2.53225175,9.23386320,3.50877228
18.06204000,-2.47002251,9.32481364,3.11146246
18.08209700,-2.58490727,9.47799333,2.47959624
18.10215200,-2.51310429,9.14291276,2.57054668
18.12220600,-2.30726908,8.82697965,2.54661235
18.14226000,-2.45087504,8.89399576,2.45087504
18.16231500,-2.72851323,9.02802799,2.59448100
18.18236900,-3.14497052,9.34396110,2.59926787
18.20249800,-3.36516632,9.74605779,2.57533354
18.22256200,-3.22156036,9.70297600,2.24982670
18.24261700,-3.22634723,9.70776287,2.05835209
18.26267400,-3.25028155,9.48756706,2.29290849
18.28273000,-3.53749347,9.62159929,2.71415264
18.30278800,-3.52791974,9.52586199,2.79552935
18.32284300,-3.36516632,9.17642082,2.80988994
18.34289700,-3.27421588,9.03760172,3.04923321
18.36295100,-3.41782184,9.03760172,3.62844391
18.38300500,-3.31251080,8.66901309,3.94437702
18.40306100,-3.04923321,7.96534389,4.09276985
18.42311800,-2.86733233,7.79780361,3.92044270
18.44317300,-2.92956158,8.12809731,3.82470539
18.46323000,-3.17369171,8.42488296,4.01139314
18.48328400,-3.49919855,8.69773429,4.22201521
18.50333800,-3.49919855,8.67379996,4.39912923
18.52339100,-3.30772394,8.26691641,4.56666952
18.54344500,-3.12582305,7.82173793,4.57624325
18.56349800,-3.15933111,8.01321255,4.52837459
18.58355100,-3.25028155,8.54455460,4.26988387
18.60360900,-3.67152570,9.11897843,4.37519490
18.62366300,-3.78162360,8.73124234,5.28469931
18.64371700,-3.52313288,8.13288418,5.54797691
18.66377300,-3.22634723,7.98449135,5.19374887
18.68382700,-2.66149712,7.95098330,4.51401400
18.70388200,-2.74766069,8.31478506,4.23637581
18.72393600,-3.15454425,8.00842568,5.51925571
18.74399100,-3.20241290,7.41485438,6.37131774
18.76404900,-2.97743023,7.11328187,6.14633507
18.78410300,-2.70936577,6.86436487,6.51971057
18.80416100,-2.89605352,7.31911707,6.41439953
18.82421600,-2.83382427,7.46272303,5.99315538
18.84428100,-2.89605352,7.00318396,6.47662878
18.86434300,-2.76680815,6.08410582,7.36219886
18.88439800,-2.63277593,5.55755064,7.57282094
18.90445200,-2.39343266,5.45702646,7.25688783
18.92450600,-2.25461357,4.84430770,7.73078749
18.94456000,-2.26418730,4.27945760,8.26212954
18.96461400,-2.38385893,4.95440561,8.06108120
18.98466800,-2.34556401,4.81558651,7.70685317
19.00472700,-2.18281059,3.71939435,8.36265371
19.02478300,-2.22110551,3.23592096,8.77911100
19.04484200,-1.84294315,3.01572515,8.42488296
19.06489700,-1.59402615,2.50831743,8.20947402
19.08495500,-1.73763211,2.07271268,8.84134025
19.10501000,-2.04399149,1.95782792,9.14769963
19.12506600,-1.86687747,1.08183156,9.35353484
19.14512000,-1.76635330,0.53612892,9.37746916
19.16517400,-1.37383035,-0.22498267,9.09025724
19.18522800,-1.36425662,-0.50262086,8.68816056
19.20528500,-1.40255154,-0.48826026,8.43924356
19.22549800,-1.23979812,-0.58399757,7.52495228
19.24556500,-1.59402615,-1.01002858,7.68291884
19.26562100,-1.53658377,-4.26031013,9.92795867
19.28567600,-0.53134205,-5.52404258,10.03326971
19.30573200,-1.19192946,-3.67152570,7.88396718
19.32579100,-1.45042019,-3.09231500,7.31433021
19.34584600,-1.23501125,-4.12627791,7.79780361
19.36590100,-0.69409547,-6.01230284,8.17596597
19.38595500,-0.75153786,-5.87827061,7.11806873
19.40601200,-1.32117483,-5.94528673,7.10849500
19.42607200,-1.73284525,-6.50056310,7.75472182
19.44613200,-1.33074856,-7.77865615,8.27649014
19.46618800,-1.23979812,-7.76429555,7.31433021
19.48624500,-1.45520706,-7.45314930,6.87872546
19.50630000,-1.89081180,-7.98449135,8.19032656
19.52635400,-2.31205595,-7.49144423,7.68291884
19.54640800,-2.20195805,-7.73557436,7.29039588
19.56646200,-1.97218851,-8.19032656,6.95531531
19.58651600,-2.00569657,-8.30042446,6.48620251
19.60657400,-2.52746489,-8.40094864,7.32869081
19.62662800,-2.97264336,-8.19032656,7.36698573
